Date,Building Materials & Components Type," Materials & Components Sub-Type",Imports/Exports,Current Prices (Â£'000),Geographical Region,Type,Unique_Key
01/01/2015," Products & Components",Concrete Pipes,Exports,38318,United Kingdom,External Trade,01/01/2015Products & ComponentsConcrete PipesExports38318United KingdomExternal Trade
01/01/2016," Products & Components",Concrete Pipes,Exports,47342,United Kingdom,External Trade,01/01/2016Products & ComponentsConcrete PipesExports47342United KingdomExternal Trade
01/01/2017," Products & Components",Concrete Pipes,Exports,46733,United Kingdom,External Trade,01/01/2017Products & ComponentsConcrete PipesExports46733United KingdomExternal Trade
01/01/2018," Products & Components",Concrete Pipes,Exports,37531,United Kingdom,External Trade,01/01/2018Products & ComponentsConcrete PipesExports37531United KingdomExternal Trade
01/01/2019," Products & Components",Concrete Pipes,Exports,30513,United Kingdom,External Trade,01/01/2019Products & ComponentsConcrete PipesExports30513United KingdomExternal Trade
01/01/2020," Products & Components",Concrete Pipes,Exports,27285,United Kingdom,External Trade,01/01/2020Products & ComponentsConcrete PipesExports27285United KingdomExternal Trade
01/01/2015," Products & Components",Concrete Pipes,,2015,United Kingdom,External Trade,01/01/2015Products & ComponentsConcrete Pipes2015United KingdomExternal Trade
01/01/2016," Products & Components",Concrete Pipes,,2016,United Kingdom,External Trade,01/01/2016Products & ComponentsConcrete Pipes2016United KingdomExternal Trade
01/01/2017," Products & Components",Concrete Pipes,,2017,United Kingdom,External Trade,01/01/2017Products & ComponentsConcrete Pipes2017United KingdomExternal Trade
01/01/2018," Products & Components",Concrete Pipes,,2018,United Kingdom,External Trade,01/01/2018Products & ComponentsConcrete Pipes2018United KingdomExternal Trade
01/01/2019," Products & Components",Concrete Pipes,,2019,United Kingdom,External Trade,01/01/2019Products & ComponentsConcrete Pipes2019United KingdomExternal Trade
01/01/2020," Products & Components",Concrete Pipes,,2020,United Kingdom,External Trade,01/01/2020Products & ComponentsConcrete Pipes2020United KingdomExternal Trade
01/01/2015," Products & Components",Structural Units (steel),Imports,242664,United Kingdom,External Trade,01/01/2015Products & ComponentsStructural Units (steel)Imports242664United KingdomExternal Trade
01/01/2016," Products & Components",Structural Units (steel),Imports,314887,United Kingdom,External Trade,01/01/2016Products & ComponentsStructural Units (steel)Imports314887United KingdomExternal Trade
01/01/2017," Products & Components",Structural Units (steel),Imports,179194,United Kingdom,External Trade,01/01/2017Products & ComponentsStructural Units (steel)Imports179194United KingdomExternal Trade
01/01/2018," Products & Components",Structural Units (steel),Imports,784912,United Kingdom,External Trade,01/01/2018Products & ComponentsStructural Units (steel)Imports784912United KingdomExternal Trade
01/01/2019," Products & Components",Structural Units (steel),Imports,468356,United Kingdom,External Trade,01/01/2019Products & ComponentsStructural Units (steel)Imports468356United KingdomExternal Trade
01/01/2020," Products & Components",Structural Units (steel),Imports,430791,United Kingdom,External Trade,01/01/2020Products & ComponentsStructural Units (steel)Imports430791United KingdomExternal Trade
01/01/2015," Products & Components",Structural Units (steel),Exports,187947,United Kingdom,External Trade,01/01/2015Products & ComponentsStructural Units (steel)Exports187947United KingdomExternal Trade
01/01/2016," Products & Components",Structural Units (steel),Exports,184667,United Kingdom,External Trade,01/01/2016Products & ComponentsStructural Units (steel)Exports184667United KingdomExternal Trade
01/01/2017," Products & Components",Structural Units (steel),Exports,192728,United Kingdom,External Trade,01/01/2017Products & ComponentsStructural Units (steel)Exports192728United KingdomExternal Trade
01/01/2018," Products & Components",Structural Units (steel),Exports,190175,United Kingdom,External Trade,01/01/2018Products & ComponentsStructural Units (steel)Exports190175United KingdomExternal Trade
01/01/2019," Products & Components",Structural Units (steel),Exports,247791,United Kingdom,External Trade,01/01/2019Products & ComponentsStructural Units (steel)Exports247791United KingdomExternal Trade
01/01/2020," Products & Components",Structural Units (steel),Exports,153455,United Kingdom,External Trade,01/01/2020Products & ComponentsStructural Units (steel)Exports153455United KingdomExternal Trade
01/01/2015," Products & Components",Structural Units (aluminium),Imports,229463,United Kingdom,External Trade,01/01/2015Products & ComponentsStructural Units (aluminium)Imports229463United KingdomExternal Trade
01/01/2016," Products & Components",Structural Units (aluminium),Imports,355628,United Kingdom,External Trade,01/01/2016Products & ComponentsStructural Units (aluminium)Imports355628United KingdomExternal Trade
01/01/2017," Products & Components",Structural Units (aluminium),Imports,308660,United Kingdom,External Trade,01/01/2017Products & ComponentsStructural Units (aluminium)Imports308660United KingdomExternal Trade
01/01/2018," Products & Components",Structural Units (aluminium),Imports,412373,United Kingdom,External Trade,01/01/2018Products & ComponentsStructural Units (aluminium)Imports412373United KingdomExternal Trade
01/01/2019," Products & Components",Structural Units (aluminium),Imports,506197,United Kingdom,External Trade,01/01/2019Products & ComponentsStructural Units (aluminium)Imports506197United KingdomExternal Trade
01/01/2020," Products & Components",Structural Units (aluminium),Imports,437048,United Kingdom,External Trade,01/01/2020Products & ComponentsStructural Units (aluminium)Imports437048United KingdomExternal Trade
01/01/2015," Products & Components",Structural Units (aluminium),Exports,72837,United Kingdom,External Trade,01/01/2015Products & ComponentsStructural Units (aluminium)Exports72837United KingdomExternal Trade
01/01/2016," Products & Components",Structural Units (aluminium),Exports,62573,United Kingdom,External Trade,01/01/2016Products & ComponentsStructural Units (aluminium)Exports62573United KingdomExternal Trade
01/01/2017," Products & Components",Structural Units (aluminium),Exports,76696,United Kingdom,External Trade,01/01/2017Products & ComponentsStructural Units (aluminium)Exports76696United KingdomExternal Trade
01/01/2018," Products & Components",Structural Units (aluminium),Exports,98808,United Kingdom,External Trade,01/01/2018Products & ComponentsStructural Units (aluminium)Exports98808United KingdomExternal Trade
01/01/2019," Products & Components",Structural Units (aluminium),Exports,77947,United Kingdom,External Trade,01/01/2019Products & ComponentsStructural Units (aluminium)Exports77947United KingdomExternal Trade
01/01/2020," Products & Components",Structural Units (aluminium),Exports,72532,United Kingdom,External Trade,01/01/2020Products & ComponentsStructural Units (aluminium)Exports72532United KingdomExternal Trade
01/01/2015," Products & Components",Steel Tubes & Hollow Sections,Imports,127047,United Kingdom,External Trade,01/01/2015Products & ComponentsSteel Tubes & Hollow SectionsImports127047United KingdomExternal Trade
01/01/2016," Products & Components",Steel Tubes & Hollow Sections,Imports,145661,United Kingdom,External Trade,01/01/2016Products & ComponentsSteel Tubes & Hollow SectionsImports145661United KingdomExternal Trade
01/01/2017," Products & Components",Steel Tubes & Hollow Sections,Imports,182169,United Kingdom,External Trade,01/01/2017Products & ComponentsSteel Tubes & Hollow SectionsImports182169United KingdomExternal Trade
01/01/2018," Products & Components",Steel Tubes & Hollow Sections,Imports,165142,United Kingdom,External Trade,01/01/2018Products & ComponentsSteel Tubes & Hollow SectionsImports165142United KingdomExternal Trade
01/01/2019," Products & Components",Steel Tubes & Hollow Sections,Imports,167081,United Kingdom,External Trade,01/01/2019Products & ComponentsSteel Tubes & Hollow SectionsImports167081United KingdomExternal Trade
01/01/2020," Products & Components",Steel Tubes & Hollow Sections,Imports,116711,United Kingdom,External Trade,01/01/2020Products & ComponentsSteel Tubes & Hollow SectionsImports116711United KingdomExternal Trade
01/01/2015," Products & Components",Steel Tubes & Hollow Sections,Exports,94695,United Kingdom,External Trade,01/01/2015Products & ComponentsSteel Tubes & Hollow SectionsExports94695United KingdomExternal Trade
01/01/2016," Products & Components",Steel Tubes & Hollow Sections,Exports,68814,United Kingdom,External Trade,01/01/2016Products & ComponentsSteel Tubes & Hollow SectionsExports68814United KingdomExternal Trade
01/01/2017," Products & Components",Steel Tubes & Hollow Sections,Exports,88760,United Kingdom,External Trade,01/01/2017Products & ComponentsSteel Tubes & Hollow SectionsExports88760United KingdomExternal Trade
01/01/2018," Products & Components",Steel Tubes & Hollow Sections,Exports,93565,United Kingdom,External Trade,01/01/2018Products & ComponentsSteel Tubes & Hollow SectionsExports93565United KingdomExternal Trade
01/01/2019," Products & Components",Steel Tubes & Hollow Sections,Exports,102217,United Kingdom,External Trade,01/01/2019Products & ComponentsSteel Tubes & Hollow SectionsExports102217United KingdomExternal Trade
01/01/2020," Products & Components",Steel Tubes & Hollow Sections,Exports,89886,United Kingdom,External Trade,01/01/2020Products & ComponentsSteel Tubes & Hollow SectionsExports89886United KingdomExternal Trade
01/01/2015," Products & Components",Bituminous Roofing Felt*,Imports,,United Kingdom,External Trade,01/01/2015Products & ComponentsBituminous Roofing Felt*ImportsUnited KingdomExternal Trade
01/01/2016," Products & Components",Bituminous Roofing Felt*,Imports,,United Kingdom,External Trade,01/01/2016Products & ComponentsBituminous Roofing Felt*ImportsUnited KingdomExternal Trade
01/01/2017," Products & Components",Bituminous Roofing Felt*,Imports,,United Kingdom,External Trade,01/01/2017Products & ComponentsBituminous Roofing Felt*ImportsUnited KingdomExternal Trade
01/01/2018," Products & Components",Bituminous Roofing Felt*,Imports,,United Kingdom,External Trade,01/01/2018Products & ComponentsBituminous Roofing Felt*ImportsUnited KingdomExternal Trade
01/01/2019," Products & Components",Bituminous Roofing Felt*,Imports,,United Kingdom,External Trade,01/01/2019Products & ComponentsBituminous Roofing Felt*ImportsUnited KingdomExternal Trade
01/01/2020," Products & Components",Bituminous Roofing Felt*,Imports,,United Kingdom,External Trade,01/01/2020Products & ComponentsBituminous Roofing Felt*ImportsUnited KingdomExternal Trade
01/01/2015," Products & Components",Bituminous Roofing Felt*,Exports,,United Kingdom,External Trade,01/01/2015Products & ComponentsBituminous Roofing Felt*ExportsUnited KingdomExternal Trade
01/01/2016," Products & Components",Bituminous Roofing Felt*,Exports,,United Kingdom,External Trade,01/01/2016Products & ComponentsBituminous Roofing Felt*ExportsUnited KingdomExternal Trade
01/01/2017," Products & Components",Bituminous Roofing Felt*,Exports,,United Kingdom,External Trade,01/01/2017Products & ComponentsBituminous Roofing Felt*ExportsUnited KingdomExternal Trade
01/01/2018," Products & Components",Bituminous Roofing Felt*,Exports,,United Kingdom,External Trade,01/01/2018Products & ComponentsBituminous Roofing Felt*ExportsUnited KingdomExternal Trade
01/01/2019," Products & Components",Bituminous Roofing Felt*,Exports,,United Kingdom,External Trade,01/01/2019Products & ComponentsBituminous Roofing Felt*ExportsUnited KingdomExternal Trade
01/01/2020," Products & Components",Bituminous Roofing Felt*,Exports,,United Kingdom,External Trade,01/01/2020Products & ComponentsBituminous Roofing Felt*ExportsUnited KingdomExternal Trade
01/01/2015," Products & Components",Other Asphalt products*,Imports,,United Kingdom,External Trade,01/01/2015Products & ComponentsOther Asphalt products*ImportsUnited KingdomExternal Trade
01/01/2016," Products & Components",Other Asphalt products*,Imports,,United Kingdom,External Trade,01/01/2016Products & ComponentsOther Asphalt products*ImportsUnited KingdomExternal Trade
01/01/2017," Products & Components",Other Asphalt products*,Imports,,United Kingdom,External Trade,01/01/2017Products & ComponentsOther Asphalt products*ImportsUnited KingdomExternal Trade
01/01/2018," Products & Components",Other Asphalt products*,Imports,,United Kingdom,External Trade,01/01/2018Products & ComponentsOther Asphalt products*ImportsUnited KingdomExternal Trade
01/01/2019," Products & Components",Other Asphalt products*,Imports,,United Kingdom,External Trade,01/01/2019Products & ComponentsOther Asphalt products*ImportsUnited KingdomExternal Trade
01/01/2020," Products & Components",Other Asphalt products*,Imports,,United Kingdom,External Trade,01/01/2020Products & ComponentsOther Asphalt products*ImportsUnited KingdomExternal Trade
01/01/2015," Products & Components",Other Asphalt products*,Exports,,United Kingdom,External Trade,01/01/2015Products & ComponentsOther Asphalt products*ExportsUnited KingdomExternal Trade
01/01/2016," Products & Components",Other Asphalt products*,Exports,,United Kingdom,External Trade,01/01/2016Products & ComponentsOther Asphalt products*ExportsUnited KingdomExternal Trade
